run_id	hilton_neuron_count	delta_neuron_count	hilton_multiplier	delta_multiplier	hit_delta	hit_hilton
1	100	100	2.50	2.50	0	0
2	100	150	2.50	2.50	0	0
3	100	200	2.50	2.50	0	0
4	100	250	2.50	2.50	1	1
5	100	300	2.50	2.50	1	0
6	100	350	2.50	2.50	0	0
7	100	400	2.50	2.50	0	0
8	100	450	2.50	2.50	0	0
9	100	500	2.50	2.50	0	0
10	100	550	2.50	2.50	0	0
11	100	600	2.50	2.50	0	0
12	100	650	2.50	2.50	3	1
13	100	700	2.50	2.50	0	0
14	100	750	2.50	2.50	3	2
15	100	800	2.50	2.50	0	0
16	100	850	2.50	2.50	0	0
17	100	900	2.50	2.50	2	0
18	100	950	2.50	2.50	0	0
19	100	1000	2.50	2.50	1	0
20	150	100	2.50	2.50	0	0
21	150	150	2.50	2.50	1	0
22	150	200	2.50	2.50	1	0
23	150	250	2.50	2.50	1	0
24	150	300	2.50	2.50	1	0
25	150	350	2.50	2.50	2	0
26	150	400	2.50	2.50	1	1
27	150	450	2.50	2.50	0	0
28	150	500	2.50	2.50	0	0
29	150	550	2.50	2.50	1	1
30	150	600	2.50	2.50	2	0
31	150	650	2.50	2.50	3	1
32	150	700	2.50	2.50	0	0
33	150	750	2.50	2.50	4	0
34	150	800	2.50	2.50	0	0
35	150	850	2.50	2.50	3	0
36	150	900	2.50	2.50	4	0
37	150	950	2.50	2.50	0	0
38	150	1000	2.50	2.50	2	0
39	200	100	2.50	2.50	0	0
40	200	150	2.50	2.50	3	0
41	200	200	2.50	2.50	0	0
42	200	250	2.50	2.50	1	0
43	200	300	2.50	2.50	0	0
44	200	350	2.50	2.50	0	0
45	200	400	2.50	2.50	1	1
46	200	450	2.50	2.50	2	0
47	200	500	2.50	2.50	1	1
48	200	550	2.50	2.50	5	0
49	200	600	2.50	2.50	0	0
50	200	650	2.50	2.50	2	1
51	200	700	2.50	2.50	0	0
52	200	750	2.50	2.50	2	0
53	200	800	2.50	2.50	0	0
54	200	850	2.50	2.50	0	0
55	200	900	2.50	2.50	0	0
56	200	950	2.50	2.50	3	0
57	200	1000	2.50	2.50	0	0
58	250	100	2.50	2.50	0	0
59	250	150	2.50	2.50	0	0
60	250	200	2.50	2.50	0	0
61	250	250	2.50	2.50	1	2
62	250	300	2.50	2.50	0	0
63	250	350	2.50	2.50	2	0
64	250	400	2.50	2.50	1	0
65	250	450	2.50	2.50	2	0
66	250	500	2.50	2.50	2	0
67	250	550	2.50	2.50	3	0
68	250	600	2.50	2.50	0	0
69	250	650	2.50	2.50	0	0
70	250	700	2.50	2.50	0	0
71	250	750	2.50	2.50	0	0
72	250	800	2.50	2.50	2	0
73	250	850	2.50	2.50	2	0
74	250	900	2.50	2.50	0	0
75	250	950	2.50	2.50	1	0
76	250	1000	2.50	2.50	0	0
77	300	100	2.50	2.50	1	0
78	300	150	2.50	2.50	0	0
79	300	200	2.50	2.50	0	0
80	300	250	2.50	2.50	1	1
81	300	300	2.50	2.50	2	0
82	300	350	2.50	2.50	0	0
83	300	400	2.50	2.50	0	0
84	300	450	2.50	2.50	2	0
85	300	500	2.50	2.50	0	0
86	300	550	2.50	2.50	1	0
87	300	600	2.50	2.50	0	0
88	300	650	2.50	2.50	1	0
89	300	700	2.50	2.50	1	0
90	300	750	2.50	2.50	4	1
91	300	800	2.50	2.50	2	0
92	300	850	2.50	2.50	1	0
93	300	900	2.50	2.50	1	0
94	300	950	2.50	2.50	3	0
95	300	1000	2.50	2.50	0	0
96	350	100	2.50	2.50	2	0
97	350	150	2.50	2.50	1	0
98	350	200	2.50	2.50	0	0
99	350	250	2.50	2.50	0	0
100	350	300	2.50	2.50	0	0
101	350	350	2.50	2.50	0	0
102	350	400	2.50	2.50	0	0
103	350	450	2.50	2.50	3	0
104	350	500	2.50	2.50	0	0
105	350	550	2.50	2.50	0	0
106	350	600	2.50	2.50	2	0
107	350	650	2.50	2.50	1	0
108	350	700	2.50	2.50	1	0
109	350	750	2.50	2.50	0	0
110	350	800	2.50	2.50	0	0
111	350	850	2.50	2.50	0	0
112	350	900	2.50	2.50	2	0
113	350	950	2.50	2.50	2	0
114	350	1000	2.50	2.50	0	0
115	400	100	2.50	2.50	0	0
116	400	150	2.50	2.50	0	0
117	400	200	2.50	2.50	0	0
118	400	250	2.50	2.50	0	0
119	400	300	2.50	2.50	0	0
120	400	350	2.50	2.50	0	0
121	400	400	2.50	2.50	0	0
122	400	450	2.50	2.50	0	0
123	400	500	2.50	2.50	2	0
124	400	550	2.50	2.50	0	0
125	400	600	2.50	2.50	1	0
126	400	650	2.50	2.50	4	0
127	400	700	2.50	2.50	1	0
128	400	750	2.50	2.50	4	0
129	400	800	2.50	2.50	0	0
130	400	850	2.50	2.50	2	1
131	400	900	2.50	2.50	1	0
132	400	950	2.50	2.50	3	2
133	400	1000	2.50	2.50	3	0
134	450	100	2.50	2.50	0	0
135	450	150	2.50	2.50	3	0
136	450	200	2.50	2.50	0	0
137	450	250	2.50	2.50	0	1
138	450	300	2.50	2.50	2	1
139	450	350	2.50	2.50	0	0
140	450	400	2.50	2.50	0	0
141	450	450	2.50	2.50	0	0
142	450	500	2.50	2.50	3	0
143	450	550	2.50	2.50	3	0
144	450	600	2.50	2.50	0	0
145	450	650	2.50	2.50	0	0
146	450	700	2.50	2.50	2	0
147	450	750	2.50	2.50	2	0
148	450	800	2.50	2.50	7	0
149	450	850	2.50	2.50	0	0
150	450	900	2.50	2.50	2	1
151	450	950	2.50	2.50	0	0
152	450	1000	2.50	2.50	0	0
153	500	100	2.50	2.50	0	0
154	500	150	2.50	2.50	0	0
155	500	200	2.50	2.50	0	0
156	500	250	2.50	2.50	0	0
157	500	300	2.50	2.50	0	0
158	500	350	2.50	2.50	4	1
159	500	400	2.50	2.50	0	0
160	500	450	2.50	2.50	2	1
161	500	500	2.50	2.50	0	0
162	500	550	2.50	2.50	2	0
163	500	600	2.50	2.50	0	0
164	500	650	2.50	2.50	1	0
165	500	700	2.50	2.50	0	0
166	500	750	2.50	2.50	0	0
167	500	800	2.50	2.50	0	1
168	500	850	2.50	2.50	0	0
169	500	900	2.50	2.50	2	1
170	500	950	2.50	2.50	4	0
171	500	1000	2.50	2.50	2	0
172	550	100	2.50	2.50	0	0
173	550	150	2.50	2.50	0	0
174	550	200	2.50	2.50	2	1
175	550	250	2.50	2.50	1	4
176	550	300	2.50	2.50	0	0
177	550	350	2.50	2.50	0	0
178	550	400	2.50	2.50	1	0
179	550	450	2.50	2.50	1	0
180	550	500	2.50	2.50	0	1
181	550	550	2.50	2.50	2	0
182	550	600	2.50	2.50	0	1
183	550	650	2.50	2.50	1	0
184	550	700	2.50	2.50	0	1
185	550	750	2.50	2.50	0	0
186	550	800	2.50	2.50	1	0
187	550	850	2.50	2.50	2	0
188	550	900	2.50	2.50	0	0
189	550	950	2.50	2.50	0	0
190	550	1000	2.50	2.50	0	1
191	600	100	2.50	2.50	0	0
192	600	150	2.50	2.50	1	1
193	600	200	2.50	2.50	0	0
194	600	250	2.50	2.50	0	0
195	600	300	2.50	2.50	0	0
196	600	350	2.50	2.50	0	0
197	600	400	2.50	2.50	2	0
198	600	450	2.50	2.50	0	0
199	600	500	2.50	2.50	0	0
200	600	550	2.50	2.50	2	0
201	600	600	2.50	2.50	2	0
202	600	650	2.50	2.50	2	2
203	600	700	2.50	2.50	0	0
204	600	750	2.50	2.50	0	0
205	600	800	2.50	2.50	3	0
206	600	850	2.50	2.50	2	0
207	600	900	2.50	2.50	1	0
